2	23	23	0.5359134447912315
2	60	60	1.9583781115189027
2	50	50	3.5579355133191406
2	52	52	4.2699738962428775
2	3	3	4.392255811367457
2	14	14	5.328509106251973
1	34	34	5.617372493754884
2	16	16	5.720449315131158
2	53	53	6.483757394259084
2	31	31	6.759642987475409
2	57	57	7.411575774584724
2	412	4	7.87619209838587
2	25	25	9.001027793562628
2	27	27	9.488712021155422
1	41	41	10.34065370011363
2	8	8	10.92016435080874
2	26	26	14.112389671426463
2	54	54	15.675698172716544
2	35	35	15.680600347162292
2	19	19	17.46589956118828
2	23	23	18.190129692564334
2	54	54	18.424777522520582
2	21	21	18.49856007879041
2	40	40	18.928678153532402
2	14	14	19.9628782265368
2	412	4	20.09499010900709
2	30	30	20.723214713384895
2	58	58	21.71344235159613
2	58	58	21.96209489707819
2	28	28	23.219421789796762
2	35	35	24.951929573238694
2	32	32	27.270868174659697
2	49	49	27.447783478989688
2	1	1	28.734394994784996
2	11	11	28.893422635785264
2	13	13	29.47092961838018
2	44	44	29.922763508837487
2	58	58	30.147199907804914
2	32	32	30.692502971474884
2	15	15	31.393999883772356
2	3	3	33.05592464881512
2	46	46	34.31672895262107
2	39	39	35.645914772583474
2	51	51	35.65200438136627
2	49	49	37.785769787895525
2	7	7	39.43488671560291
2	2	2	40.28232647310311
2	12	12	40.58720486653514
2	51	51	40.66028744156522
2	18	18	41.97228324128747
2	24	24	42.055919011470856
1	39	39	42.88315250995476
2	23	23	43.825850492177715
2	49	49	45.49013707691228
2	30	30	46.16274747388053
2	50	50	46.74859958161374
2	29	29	48.1313018951497
2	27	27	51.002660845665076
2	37	37	55.97944505006041
2	16	16	57.98060491947714
2	25	25	59.046339724763854
2	54	54	59.09520765049943
2	59	59	60.42350059803123
2	45	45	61.6420327598006
2	3	3	61.86493262991433
2	594	54	62.60009423125424
2	35	35	63.38912919927888
2	60	60	63.55839016245553
2	647	28	64.04709644037499
2	7	7	64.33825319400022
2	28	28	65.65244952180784
2	33	33	66.32217065053405
2	43	43	66.89459720037105
2	9	9	67.90009502073863
2	55	55	68.50795740762672
2	46	46	68.51526189589073
2	169	5	68.56465466978699
2	46	46	69.19086701078407
2	35	35	69.47373647806938
1	55	55	70.91721196855343
2	15	15	71.50779240536792
2	42	42	71.85635420728171
2	35	35	72.97471993629964
2	594	54	74.62851647997284
2	58	58	74.95806751146323
2	1	1	77.45245480864898
2	12	12	77.54771288276231
2	22	22	79.21486510701247
2	19	19	80.396559966178
2	15	15	81.58956340173066
2	412	4	81.61966981614206
2	37	37	81.77985244210299
1	647	28	84.40108341367441
2	13	13	85.80835476885927
2	43	43	85.8754769194949
2	49	49	86.05406553526196
2	11	11	87.2865795766815
2	53	53	89.12595755874237
2	46	46	89.69838264933826
2	15	15	90.8537858808327
2	2	2	95.19976887555629
2	3	3	97.36252806628269
2	16	16	97.74829280355627
2	48	48	98.0988374813852
2	4	4	100.79876051340477
2	15	15	103.66102974659698
2	56	56	104.39079815663413
2	8	8	104.59210979826577
2	49	49	104.65374248051548
2	2	2	105.28020714142785
2	11	11	106.0801711504443
2	36	36	107.060434161454
2	18	18	108.00412938629351
2	59	59	108.09447753163644
2	198	9	108.64849185998642
2	4	4	110.28146701106175
2	4	4	110.76153663085698
2	2	2	111.38913817816082
2	60	60	113.85044970554432
2	53	53	114.55756647537828
2	57	57	115.00123713995411
2	47	47	115.28929718654656
2	53	53	115.33538741654394
2	11	11	115.90119280086584
2	54	54	117.47059420305689
2	48	48	117.97529805850078
2	9	9	119.44132343877699
2	37	37	119.59694059981743
2	594	54	119.91533631617955
2	49	49	120.80454896281664
2	22	22	120.8340039525001
2	21	21	122.35281085875395
2	49	49	122.87475886340545
2	37	37	123.07337883305206
2	189	59	123.12288295599706
2	6	6	123.61458759563511
1	49	49	125.24613700542997
2	29	29	126.03381076722232
2	53	53	126.54112681617025
2	26	26	126.71102924354535
2	60	60	126.82969843676231
2	11	11	129.65072348966225
2	169	5	131.38188665655275
2	7	7	132.62866138550277
2	60	60	133.5129145267345
2	4	4	135.40652916619422
1	44	44	136.23045916842227
2	540	25	136.46458160453264
2	19	19	138.61161297360442
2	53	53	139.75451338694208
2	13	13	143.58223553954508
2	12	12	144.15584626494874
2	114	0	144.6331924674749
2	53	53	145.22311909206772
2	2	2	145.6303487303738
1	60	60	145.67314634559506
2	7	7	147.8013980709256
2	198	9	148.12098271665852
2	11	11	148.28717270913083
2	14	14	149.3670270047584
2	172	17	150.82121744404049
2	42	42	152.6082422715716
2	43	43	152.6156958510529
2	46	46	152.69121145274391
2	27	27	153.78539421346775
1	30	30	155.0760289558292
2	29	29	156.623874777978
2	19	19	157.07242369505272
2	594	54	157.28976327156192
2	2	2	157.4899637861862
2	114	0	159.14434616809467
2	43	43	159.1795990335341
2	7	7	159.72550230401583
2	594	54	160.20193220848034
2	22	22	160.88909623685143
1	5	5	161.77456236323317
2	15	15	162.19578261529236
2	21	21	162.3046634402154
2	57	57	162.4638037227218
2	2	2	163.02757339718042
2	38	38	163.64242865803308
2	198	9	165.53487994980784
2	16	16	166.66259291338224
2	6	6	166.6907815584651
2	13	13	169.40564871172086
2	42	42	169.99197893864
2	35	35	170.99734139611303
2	9	9	171.92638316599218
2	189	59	172.63408702150926
2	28	28	173.5753185677306
2	53	53	174.8180885411857
2	189	59	175.4988289740449
2	59	59	179.40454573089028
2	3	3	179.57545730992393
2	37	37	179.84168267333266
2	33	33	180.3468507814262
2	43	43	180.85395157788273
1	31	31	182.1099405029039
1	26	26	182.5866699591845
2	45	45	182.73126101225392
2	50	50	183.0878527029575
2	6	6	183.3020389681363
2	172	17	183.41699773595087
2	37	37	184.53594564960696
